Restaurant,Author,Rating,Review,Processed Review,sentiment_textblob,sentiment_vader,ActualSentiment
Ombak Kitchen @ IOI City Mall,Erin,2,Lady manager/supervisor so unprofessional. Kept shouting and scolding her staffs in front of customer over small matters. I felt really bad for them.,lady unprofessional kept shouting scolding staff front customer small matter felt really bad,negative,negative,negative
Ombak Kitchen @ IOI City Mall,midori 0620,5,"I went to ioi outlet. Nice ambience and very friendly staff. The food quite fast coming.Cajun sauce  quite spicy for me because I tak makan pedas, inside restaurant very sejuk making u feel sleepy & syok tidur. Sgt selesa.",went ioi outlet nice ambience friendly staff food quite fast sauce quite spicy tak makan pedas inside restaurant sejuk making u feel sleepy syok tidur sgt selesa,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Bella Ann Qisayuri,5,Very nice food n good n friendly staff I love be there...,nice food n good n friendly staff love,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Ayed mafia,5,Omg! The food was so delicious! The cajun sauce taste so good . I dont have a picture but definitely i will come again and bring my family and friends .,omg food delicious cajun sauce taste good dont picture definitely come bring family friend,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Kamilia Jasrizal,5,Taste very good. Fresh seafood. Very Good service and friendly staff. They even replaced our drinks when we accidentally spill it.,taste good fresh seafood good service friendly staff even replaced drink accidentally spill,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Anas Fadzli,5,"The food is very good very recommended.

Nivitha is our waitress, she is very kind and afriendly. :)

As of 6/11/2022 still the best!",food good recommended nivitha waitress kind afriendly still best,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Lynnzay Affandy,5,Amazing environment 👏 👌 🙌  Also best service dari all of the staff. Recommend to try their signature sauce 🤩,amazing environment also best service dari staff recommend try signature sauce,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Ammar Riedza,5,The meal that suggested bg nivita was very nice. The seafood are fresh and tasty. Thank you nivita for the service and suggestions. We had a great lunch here.,meal suggested bg nivita nice seafood fresh tasty thank nivita service suggestion great lunch,positive,positive,positive
Ombak Kitchen @ IOI City Mall,ZUL FARHAN,5,"A Lousianian-inspired shellout restaurant located at the Symphony Walk IOI, known for its luxurious and premium seafood smothered with its addictive cajun style hot sauce. Best eaten with your hands to dig deep into the seafood treasure. Their fresh oysters were a delicious appetiser. Only critic is the loud pop music that is interfering with the whole experience.",shellout restaurant located symphony walk ioi known luxurious premium seafood smothered addictive cajun style hot sauce best eaten hand dig deep seafood treasure fresh oyster delicious appetiser critic loud pop music interfering whole experience,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Marie Mnor,1,Dah lama teringin nak makan but just found out ada new branch in ioi.very disappointed because the portion was quite small for 2 persons..and surprisingly the lobster and the prawns were half-cooked!got the chicken and sweet potato keras & dah lama masak..not sure the quality was too bad due to ramadan or what..and then the buffet price wasn't including the tax.,dah lama teringin nak makan found ada new branch disappointed portion quite small 2 person surprisingly lobster prawn got chicken sweet potato kera dah lama masak sure quality bad due ramadan buffet price including tax,negative,neutral,negative
Ombak Kitchen @ IOI City Mall,Irfan Arshad,5,Really nice place and the food taste good. Very friendly staff as well,really nice place food taste good friendly staff well,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Valerie Tan,5,Deliciously fresh seafood in flavourful sauce. Hostess was friendly and food was served quite quickly.,deliciously fresh seafood flavourful sauce hostess friendly food served quite quickly,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Rose Daniyal,5,Ravi assist very  very good service 👍,ravi assist good service,positive,positive,positive
Ombak Kitchen @ IOI City Mall,atiqah fathini,5,Food sedappp sangattt!!! Served by nivitha and her service is super good!! Very friendly and helpful! Thank you soo much nivitha and ioi city mall ombak kitchen!! 😍🥰❤️,food sedappp sangattt served nivitha service super good friendly helpful thank soo much nivitha ioi city mall ombak kitchen,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Suraya Mohd Nor,5,"If you come here, look for Nivitha! Great service! :) great environment! Great food of course’",come look nivitha great service great environment great food course,positive,positive,positive
Ombak Kitchen @ IOI City Mall,christina reshma,5,"Good food,awesome ambience and good service from all the friendly staff(thank you Yun)..was my first time here and will not be my last...ending the night on a happy note!",good food awesome ambience good service friendly staff thank yun first time last ending night happy note,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Fareed FA,5,"Great environment, friendly host, many suprises. Thank you for rainbow desset . Special thanks to Dave and Nivitha. Will definitely come again.",great environment friendly host many suprises thank rainbow desset special thanks dave nivitha definitely come,positive,positive,positive
Ombak Kitchen @ IOI City Mall,syahidah sani,5,"The food was good. The workers also very friendly, especially Nivitha. Love this placeee",food good worker also friendly especially nivitha love placeee,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Siti Zubaidah,5,Good food & great ambiance. Server Nivitha did a great job in serving us. Please find her next time ure here.,good food great ambiance server nivitha great job serving u please find next time ure,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Training Development,5,Nice food. There was a mistake with our order but Nivitha was excellent.,nice food mistake order nivitha excellent,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Harondin Othman,5,Nivita is a very good waiter and this restaurant serves great food and the customer service is excellent! will come again for sure ☺️,nivita good waiter restaurant serf great food customer service excellent come sure,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Haziani,5,All the seafoods is fresh & the sauce is so tasty & the boom! Friendly staff. Will definitely repeat 🩷 …,seafood fresh sauce tasty boom friendly staff definitely repeat,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Fariz Abdullah,5,"Food so superb & staff so friendly keep it up guys 👍🏻 Nesh your service & team so good, very helpful and yun you’re so talented ⭐️⭐️⭐️⭐️ Hope to see u again another birthday celebration 🎉 …",food superb staff friendly keep guy nesh service team good helpful yun talented hope see u another birthday celebration,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Azita Zainal Abidin,5,The seafood are so fresh!,seafood fresh,positive,positive,positive
Ombak Kitchen @ IOI City Mall,wana qistina,5,"Nice place
Superb service
Highly recommended",nice place superb service highly recommended,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Fauzan Abdullah,5,Tharse & Nivitha helps us a lots during our dine experience. My family loves the food and ambiance here.,tharse nivitha help u lot dine experience family love food ambiance,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Siti Aminah Abdul Halim,5,Nivitha is a nice SV here. The meals was awesome and ther service went well.,nivitha nice sv meal awesome ther service went well,positive,positive,positive
Ombak Kitchen @ IOI City Mall,Norafifah Tajudin,3,Rabi & safi give us a good service.  Good job!,rabi safi give u good service good job,positive,positive,neutral
Ombak Kitchen @ IOI City Mall,Darmend Baskeran,5,"It was a first time and was a good service. The staff, Nivitha was assisting me and suggested good dishes",first time good service staff nivitha assisting suggested good dish,positive,positive,positive
